"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Mar/22";"Fev/22";"Jan/22";"Competência";"Data de atualização"
"PREVINA ODONTOLOGIA LTDA (403636)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ODONTO JARAGUÁ LTDA (312321)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA (405931)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIVERSAL PLANO ODONTOLOGICO LTDA (413348)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR (418790)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ASSISTÊNCIA ODONTOLÓGICA ESPECIALIZADA LTDA (365297)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"   1,80";"202201";"19/02/2022 09:24:50"
"UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA (305421)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA (349011)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO SÃO FRANCISCO VIDA (419141)";"Médico Hospitalar";"Médio";"90";"81";"   2,11";"   4,20";"   5,23";"202201";"19/02/2022 09:24:50"
"2CARE OPERADORA DE SAÚDE LTDA. (421421)";"Médico Hospitalar";"Médio";"191";"154";"   0,37";"   2,19";"   1,46";"202201";"19/02/2022 09:24:50"
"LIFE EMPRESARIAL SAÚDE LTDA. (414492)";"Médico Hospitalar";"Médio";"155";"159";"   0,83";"   1,45";"   1,44";"202201";"19/02/2022 09:24:50"
"UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO (369292)";"Médico Hospitalar";"Médio";"122";"144";"   1,21";"   1,45";"   2,28";"202201";"19/02/2022 09:24:50"
"UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS (328294)";"Médico Hospitalar";"Médio";"202";"207";"   0,24";"   0,70";"   0,71";"202201";"19/02/2022 09:24:50"
"FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST (330809)";"Médico Hospitalar";"Médio";"206";"221";"0,00";"0,00";"   0,39";"202201";"19/02/2022 09:24:50"
"UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO (304468)";"Médico Hospitalar";"Médio";"145";"104";"   0,93";"   2,33";"   2,35";"202201";"19/02/2022 09:24:50"
"CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE (316873)";"Médico Hospitalar";"Médio";"206";"211";"0,00";"   2,44";"   2,92";"202201";"19/02/2022 09:24:50"
"BEM MAIS ODONTO OPERADORA ODONTOLÓGICA LTDA. (417874)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO (361593)";"Odontológica";"Médio";"5";"9";"   0,35";"   0,35";"   0,35";"202201";"19/02/2022 09:24:50"
"SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA ME. (414701)";"Odontológica";"Médio";"13";"20";"0,00";"0,00";"   0,17";"202201";"19/02/2022 09:24:50"
"UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA. (413429)";"Odontológica";"Grande";"16";"19";"0,00";"0,00";"   0,09";"202201";"19/02/2022 09:24:50"
"UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA (321125)";"Odontológica";"Médio";"13";"20";"0,00";"   0,35";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA (361569)";"Odontológica";"Médio";"13";"15";"0,00";"   0,15";"   0,15";"202201";"19/02/2022 09:24:50"
"DENTAL MASTER LTDA - EPP (413747)";"Odontológica";"Médio";"1";"3";"   1,42";"   1,41";"   1,41";"202201";"19/02/2022 09:24:50"
"PROPULSÃO PLANOS ODONTOLÓGICOS LTDA (421383)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO DO RIO DE JANEIRO COOPERATIVA ODONTOLÓGICA LTDA (318230)";"Odontológica";"Pequeno";"1";"6";"   1,32";"   1,32";"   1,32";"202201";"19/02/2022 09:24:50"
"UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA (403512)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO MACAÉ - COOPERATIVA ODONTOLÓGICA (300195)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"PREST ODONTO LTDA (384844)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"VIP ASSISTENCIA ODONTOLOGICA LTDA. (405582)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"IDENTAL ASSISTÊNCIA ODONTOLÓGICA LTDA - ME (414557)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA. (415821)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"CEORP - CENTRO ODONTOLOGICO LTDA (401871)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS - EIRELI (420972)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS LTDA (327867)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA (331104)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"SISTEMAS E PLANOS DE SAÚDE LTDA. (352586)";"Médico Hospitalar";"Médio";"75";"78";"   3,02";"   5,82";"   4,34";"202201";"19/02/2022 09:24:50"
"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO (303267)";"Médico Hospitalar";"Médio";"82";"102";"   2,27";"   2,37";"   2,47";"202201";"19/02/2022 09:24:50"
"UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO (320251)";"Médico Hospitalar";"Médio";"121";"144";"   1,25";"   1,78";"   2,33";"202201";"19/02/2022 09:24:50"
"UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA (329339)";"Médico Hospitalar";"Médio";"133";"151";"   1,01";"   1,15";"   1,15";"202201";"19/02/2022 09:24:50"
"UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO (323993)";"Médico Hospitalar";"Médio";"89";"158";"   2,13";"   2,84";"   2,13";"202201";"19/02/2022 09:24:50"
"UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA (359777)";"Médico Hospitalar";"Médio";"78";"101";"   2,35";"   2,46";"   2,66";"202201";"19/02/2022 09:24:50"
"AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA (413330)";"Médico Hospitalar";"Médio";"95";"102";"   1,96";"   2,35";"   3,15";"202201";"19/02/2022 09:24:50"
"UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO (315796)";"Médico Hospitalar";"Médio";"170";"191";"   0,62";"   0,62";"   0,62";"202201";"19/02/2022 09:24:50"
"UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO. (371629)";"Médico Hospitalar";"Médio";"142";"175";"   0,95";"   1,14";"   0,95";"202201";"19/02/2022 09:24:50"
"UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO  (306100)";"Médico Hospitalar";"Médio";"131";"192";"   1,03";"   1,71";"   1,71";"202201";"19/02/2022 09:24:50"
"BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA. (366561)";"Médico Hospitalar";"Médio";"189";"205";"   0,39";"   0,97";"   0,39";"202201";"19/02/2022 09:24:50"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA (354562)";"Médico Hospitalar";"Médio";"203";"199";"   0,22";"   1,10";"   0,44";"202201";"19/02/2022 09:24:50"
"CIRCULO OPERARIO CAXIENSE (310247)";"Médico Hospitalar";"Médio";"196";"213";"   0,31";"   0,41";"   0,63";"202201";"19/02/2022 09:24:50"
"QSAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA. (421669)";"Médico Hospitalar";"Pequeno";"22";"30";"  20,32";"  26,65";"  20,15";"202201";"19/02/2022 09:24:50"
"UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (414573)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"  13,65";"  13,71";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO METROPOLITANA DE ASSISTÊNCIA À SAÚDE (418854)";"Médico Hospitalar";"Pequeno";"38";"40";"  11,10";"  12,40";"  13,72";"202201";"19/02/2022 09:24:50"
"OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA (418226)";"Médico Hospitalar";"Pequeno";"36";"56";"  11,65";"  11,73";"  17,45";"202201";"19/02/2022 09:24:50"
"DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA. (349682)";"Médico Hospitalar";"Grande";"66";"64";"   2,01";"   2,35";"   2,94";"202201";"19/02/2022 09:24:50"
"UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO (343269)";"Médico Hospitalar";"Grande";"77";"79";"   0,97";"   1,30";"   1,64";"202201";"19/02/2022 09:24:50"
"SAUDE - SISTEMA ASSISTENCIAL UNIFICADO DE EMPRESAS - SOCIEDADE SIMPLES (410047)";"Médico Hospitalar";"Médio";"8";"10";"  16,05";"  19,06";"  19,06";"202201";"19/02/2022 09:24:50"
"UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA. (335479)";"Médico Hospitalar";"Médio";"17";"24";"  10,96";"  11,33";"  12,52";"202201";"19/02/2022 09:24:50"
"ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL (342611)";"Médico Hospitalar";"Médio";"50";"52";"   4,74";"   8,18";"  11,18";"202201";"19/02/2022 09:24:50"
"UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO (359289)";"Médico Hospitalar";"Médio";"43";"46";"   5,69";"   7,06";"   8,66";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA (417530)";"Médico Hospitalar";"Médio";"36";"48";"   6,85";"   8,63";"   7,62";"202201";"19/02/2022 09:24:50"
"UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA (384577)";"Médico Hospitalar";"Médio";"66";"77";"   3,57";"   4,07";"   4,10";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO BRASILEIRA DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO - DENTAL MED CENTER (413941)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"   0,65";"202201";"19/02/2022 09:24:50"
"S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL (324493)";"Médico Hospitalar";"Médio";"111";"127";"   1,38";"   1,84";"   2,30";"202201";"19/02/2022 09:24:50"
"SIM - CAIXA DE ASSISTÊNCIA À SAÚDE (356476)";"Médico Hospitalar";"Médio";"141";"128";"   0,95";"   1,90";"   2,35";"202201";"19/02/2022 09:24:50"
"MAIS SAÚDE PLANO DE SAÚDE LTDA (415065)";"Médico Hospitalar";"Pequeno";"40";"46";"   9,39";"   9,39";"  10,74";"202201";"19/02/2022 09:24:50"
"ATÍVIA SERVIÇOS DE SAÚDE S/A (320510)";"Médico Hospitalar";"Pequeno";"49";"53";"   5,67";"   7,30";"   9,46";"202201";"19/02/2022 09:24:50"
"CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO (347825)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"   4,33";"202201";"19/02/2022 09:24:50"
"CLIMESA CLÍNICA MÉDICA SANTANA LTDA (342955)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"   6,86";"202201";"19/02/2022 09:24:50"
"AMHE MED ASSISTENCIA A SAUDE LTDA - EPP (421731)";"Médico Hospitalar";"Pequeno";"51";"55";"   5,59";"   7,87";"  10,31";"202201";"19/02/2022 09:24:50"
"PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A (305626)";"Médico Hospitalar";"Pequeno";"90";"125";"   2,64";"   2,64";"   2,64";"202201";"19/02/2022 09:24:50"
"ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA (407534)";"Médico Hospitalar";"Pequeno";"99";"149";"   2,29";"   3,40";"   4,49";"202201";"19/02/2022 09:24:50"
"UNIMED DE ARIQUEMES COOPERATIVA DE TRABALHO MÉDICO (358169)";"Médico Hospitalar";"Pequeno";"92";"99";"   2,56";"   5,10";"   5,10";"202201";"19/02/2022 09:24:50"
"NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP (352888)";"Médico Hospitalar";"Pequeno";"46";"73";"   7,48";"   7,53";"   7,51";"202201";"19/02/2022 09:24:50"
"S1 OPERADORA DE PLANO DE SAÚDE LTDA (420981)";"Médico Hospitalar";"Pequeno";"74";"78";"   3,42";"   5,13";"   5,22";"202201";"19/02/2022 09:24:50"
"UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA (313955)";"Médico Hospitalar";"Pequeno";"179";"183";"0,00";"   5,51";"   5,67";"202201";"19/02/2022 09:24:50"
"CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL (421341)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO (333808)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"   0,79";"202201";"19/02/2022 09:24:50"
"UNIMED ANDRADAS COOPERATIVA DE TRABALHO MÉDICO (352861)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO (313149)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"   1,71";"202201";"19/02/2022 09:24:50"
"UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO (342386)";"Médico Hospitalar";"Pequeno";"45";"67";"   7,62";"   7,61";"   7,61";"202201";"19/02/2022 09:24:50"
"UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO (385620)";"Médico Hospitalar";"Pequeno";"129";"196";"   1,39";"   1,40";"   1,41";"202201";"19/02/2022 09:24:50"
"PORTO SEGURO - SEGURO SAÚDE S/A (000582)";"Médico Hospitalar";"Grande";"62";"59";"   2,22";"   2,67";"   2,92";"202201";"19/02/2022 09:24:50"
"UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO (351202)";"Médico Hospitalar";"Grande";"68";"69";"   1,59";"   2,07";"   2,09";"202201";"19/02/2022 09:24:50"
"GO CARE PLANOS DE SAUDE EIRELI (422681)";"Médico Hospitalar";"Médio";"4";"6";"  24,64";"  28,89";"  28,89";"202201";"19/02/2022 09:24:50"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA CEDAE (321869)";"Médico Hospitalar";"Médio";"22";"30";"   9,20";"  10,09";"  10,09";"202201";"19/02/2022 09:24:50"
"UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA (367397)";"Médico Hospitalar";"Médio";"31";"36";"   7,30";"   8,10";"   8,55";"202201";"19/02/2022 09:24:50"
"UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO (337668)";"Médico Hospitalar";"Médio";"29";"38";"   7,49";"  12,59";"   9,69";"202201";"19/02/2022 09:24:50"
"UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA (350371)";"Médico Hospitalar";"Médio";"25";"40";"   8,71";"  10,98";"   9,95";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS (419249)";"Médico Hospitalar";"Médio";"44";"47";"   5,64";"   6,39";"   6,87";"202201";"19/02/2022 09:24:50"
"UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA (337871)";"Médico Hospitalar";"Médio";"40";"49";"   6,17";"   7,16";"   6,56";"202201";"19/02/2022 09:24:50"
"CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP (324477)";"Médico Hospitalar";"Médio";"39";"50";"   6,48";"   6,81";"   7,15";"202201";"19/02/2022 09:24:50"
"PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A. (326861)";"Médico Hospitalar";"Médio";"46";"64";"   5,08";"   5,43";"   5,53";"202201";"19/02/2022 09:24:50"
"SUL AMÉRICA ODONTOLÓGICO S/A (417815)";"Odontológica";"Grande";"1";"1";"   0,93";"   1,02";"   1,02";"202201";"19/02/2022 09:24:50"
"NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA. (304441)";"Odontológica";"Grande";"15";"15";"   0,05";"   0,10";"   0,10";"202201";"19/02/2022 09:24:50"
"UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA (400556)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME (419184)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"PREV-SYSTEM EIRELI EPP (401609)";"Odontológica";"X";"1";"1";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311618)";"Médico Hospitalar";"Médio";"206";"221";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"HAPPYMED PLANO DE SAÚDE LTDA (422444)";"Médico Hospitalar";"Pequeno";"34";"34";"  12,24";"  18,47";"  19,24";"202201";"19/02/2022 09:24:50"
"UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO (301124)";"Médico Hospitalar";"Pequeno";"112";"164";"   1,98";"   2,99";"   2,99";"202201";"19/02/2022 09:24:50"
"SANTA CASA DE SAÚDE - SCS (420085)";"Médico Hospitalar";"Pequeno";"82";"140";"   2,77";"   5,55";"   2,77";"202201";"19/02/2022 09:24:50"
"CENTRO MÉDICO FÁTIMA LTDA (408883)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"   2,28";"202201";"19/02/2022 09:24:50"
"PORTO DIAS SAUDE LTDA. (415081)";"Médico Hospitalar";"Pequeno";"58";"186";"   4,63";"   4,63";"   4,63";"202201";"19/02/2022 09:24:50"
"EVERCROSS PLANEJAMENTO DE ASSISTÊNCIA MÉDICA LTDA. (410179)";"Médico Hospitalar";"Pequeno";"65";"91";"   4,04";"   7,00";"   4,04";"202201";"19/02/2022 09:24:50"
"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA (315494)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"   0,97";"   0,97";"202201";"19/02/2022 09:24:50"
"UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO (314242)";"Médico Hospitalar";"Pequeno";"142";"153";"   1,19";"   2,39";"   2,39";"202201";"19/02/2022 09:24:50"
"FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CEB (309362)";"Médico Hospitalar";"Pequeno";"86";"92";"   2,69";"   5,33";"   5,33";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA (410110)";"Médico Hospitalar";"Pequeno";"144";"196";"   1,10";"   1,10";"   2,18";"202201";"19/02/2022 09:24:50"
"FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA (418501)";"Médico Hospitalar";"Pequeno";"111";"186";"   2,00";"   4,00";"   2,00";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL (412635)";"Médico Hospitalar";"Pequeno";"120";"127";"   1,61";"   3,28";"   1,61";"202201";"19/02/2022 09:24:50"
"UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS (354279)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO (323926)";"Médico Hospitalar";"Médio";"144";"163";"   0,93";"   1,84";"   1,39";"202201";"19/02/2022 09:24:50"
"SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP (403865)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"   3,19";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO (314218)";"Médico Hospitalar";"Grande";"3";"4";"  12,82";"  14,85";"  16,02";"202201";"19/02/2022 09:24:50"
"GEAP AUTOGESTÃO EM SAÚDE (323080)";"Médico Hospitalar";"Grande";"6";"6";"  10,71";"  13,01";"  14,57";"202201";"19/02/2022 09:24:50"
"UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO (360449)";"Médico Hospitalar";"Grande";"24";"23";"   7,05";"   8,65";"  10,17";"202201";"19/02/2022 09:24:50"
"SANTA HELENA ASSISTÊNCIA MÉDICA S/A. (355097)";"Médico Hospitalar";"Grande";"13";"14";"   8,76";"  10,70";"  12,12";"202201";"19/02/2022 09:24:50"
"UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO (335592)";"Médico Hospitalar";"Grande";"22";"23";"   7,12";"   8,52";"   8,10";"202201";"19/02/2022 09:24:50"
"PREMIUM SAÚDE S.A. (417823)";"Médico Hospitalar";"Grande";"2";"2";"  20,49";"  24,02";"  23,17";"202201";"19/02/2022 09:24:50"
"NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A. (348520)";"Médico Hospitalar";"Grande";"4";"6";"  12,47";"  15,49";"  14,90";"202201";"19/02/2022 09:24:50"
"FUNDAÇÃO CESP (315478)";"Médico Hospitalar";"Grande";"28";"29";"   6,60";"   7,17";"   7,46";"202201";"19/02/2022 09:24:50"
"UNIMED SEGUROS SAÚDE S/A (000701)";"Médico Hospitalar";"Grande";"36";"34";"   5,00";"   6,51";"   6,11";"202201";"19/02/2022 09:24:50"
"UNIMED DE SANTOS COOP DE TRAB MEDICO (355721)";"Médico Hospitalar";"Grande";"57";"56";"   2,36";"   3,35";"   3,96";"202201";"19/02/2022 09:24:50"
"UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO (312851)";"Médico Hospitalar";"Grande";"60";"59";"   2,26";"   3,26";"   4,49";"202201";"19/02/2022 09:24:50"
"H.B. SAÚDE S/A. (350249)";"Médico Hospitalar";"Grande";"50";"53";"   3,48";"   3,65";"   4,05";"202201";"19/02/2022 09:24:50"
"UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA. (306398)";"Médico Hospitalar";"Grande";"58";"78";"   2,30";"   2,88";"   4,14";"202201";"19/02/2022 09:24:50"
"CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE (314251)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA (368148)";"Médico Hospitalar";"Pequeno";"106";"118";"   2,10";"   2,11";"   2,10";"202201";"19/02/2022 09:24:50"
"UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO (358282)";"Médico Hospitalar";"Pequeno";"134";"186";"   1,34";"   1,34";"   1,34";"202201";"19/02/2022 09:24:50"
"UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA. (334847)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES (339636)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO SAÚDE CONCEIÇÃO (330892)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO (304123)";"Médico Hospitalar";"Pequeno";"131";"179";"   1,38";"   2,08";"   2,08";"202201";"19/02/2022 09:24:50"
"COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO (392405)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA (415910)";"Médico Hospitalar";"Pequeno";"29";"186";"  15,24";"  15,24";"  15,24";"202201";"19/02/2022 09:24:50"
"ALCANCE SAÚDE EIRELI (416975)";"Médico Hospitalar";"Pequeno";"101";"186";"   2,26";"   2,26";"   2,26";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ (419591)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (353698)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS (320838)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
